cell_number,treatment,run,surviving_cells,max_virophage_amplitude,max_virus_amplitude,t_extinction
2,1,51,520,82212,7401,47307
2,1,69,456,80977,7469,51670
2,1,56,650,64099,6194,55396
2,1,94,468,97899,9435,52831
2,1,60,644,64371,8254,45940
2,1,58,504,69237,6711,69413
2,1,67,412,87311,8063,64449
2,1,93,784,39662,3689,57721
2,1,35,522,53430,4856,73738
2,1,32,698,33922,3120,87858
2,1,59,612,69292,6766,87454
2,1,92,658,61926,6350,45145
2,1,66,568,75023,6884,53728
2,1,61,480,107819,10487,53884
2,1,95,608,78226,8313,51102
2,1,68,540,73064,8206,68863
2,1,57,352,104127,9584,65390
2,1,50,768,37047,3876,71045
2,1,86,782,43575,5398,43751
2,1,72,530,91311,9375,57788
2,1,75,832,31808,2934,61953
2,1,81,570,78539,7214,51712
2,1,43,526,74730,6796,55104
2,1,88,782,34434,3777,65503
2,1,44,494,71471,6597,100001
2,1,10,758,43659,4617,45723
2,1,28,790,31855,3947,49514
2,1,17,682,47836,5743,76214
2,1,21,728,71002,6986,40801
2,1,19,506,63286,5903,81667
2,1,26,458,84456,7618,80961
2,1,45,558,61079,8695,55249
2,1,42,592,45103,5331,60131
2,1,89,546,79173,7128,63215
2,1,80,490,79889,8259,65253
2,1,74,778,49903,5003,52933
2,1,73,498,72117,7512,91459
2,1,87,930,20779,1916,45123
2,1,18,404,103440,9349,58781
2,1,27,478,71971,7611,73886
2,1,20,644,80616,7818,47390
2,1,29,600,63989,6510,48994
2,1,16,702,62000,5566,73702
2,1,11,410,72922,6570,66722
2,1,6,390,68962,6500,78968
2,1,1,548,65048,6379,96085
2,1,8,524,86955,8234,61341
2,1,9,598,90450,8299,49076
2,1,7,482,94486,8624,45184
2,2,55,881,24839,3508,26587
2,2,99,831,41897,5480,23921
2,2,52,888,21342,3676,22219
2,2,64,852,30064,5199,20905
2,2,90,874,40488,4459,20058
2,2,97,914,24146,2842,25574
2,2,63,865,29394,4371,26792
2,2,37,895,22600,4365,24522
2,2,30,930,23345,1967,21710
2,2,39,834,25334,4747,27718
2,2,62,871,32354,4422,24110
2,2,96,962,14513,1975,20473
2,2,91,882,25413,3123,24927
2,2,65,919,33004,3367,24140
2,2,98,873,38497,5035,22199
2,2,53,901,20179,4317,23890
2,2,54,906,22551,2858,25272
2,2,38,895,39333,3287,18863
2,2,31,879,20956,3810,29566
2,2,36,860,37261,4907,20627
2,2,14,873,41538,4303,20101
2,2,13,954,15275,2048,22527
2,2,25,881,22146,3891,21936
2,2,22,893,21092,3676,25847
2,2,76,889,32138,4084,22321
2,2,82,926,8318,2508,28260
2,2,49,931,23089,2974,19787
2,2,85,876,23096,3877,22597
2,2,71,899,25743,3438,28067
2,2,47,922,18490,3326,23013
2,2,78,916,19774,3622,24268
2,2,40,916,26091,2913,23090
2,2,23,833,35769,5489,23760
2,2,24,902,16155,3569,24837
2,2,12,884,23285,3985,22904
2,2,15,880,27413,3992,19780
2,2,41,915,31933,2452,23545
2,2,46,945,11457,2604,24095
2,2,79,939,19613,2238,21773
2,2,70,888,35403,4211,18897
2,2,84,953,15125,1976,19660
2,2,83,902,28946,3192,27530
2,2,77,891,20710,4034,21494
2,2,48,930,15650,2201,21928
2,2,2,809,37330,5157,25675
2,2,5,953,18707,2413,20154
2,2,4,923,21144,2599,21947
2,2,3,922,25828,2461,21539
2,2,100,890,29395,4092,22601
2,2,33,869,32251,3942,24046
2,2,34,962,17124,2172,19725
2,2,51,929,18025,2566,30255
2,2,69,925,22518,2443,23079
2,2,56,905,22138,3729,21153
2,2,94,870,31907,4158,24376
2,2,60,975,10261,2563,19503
2,2,58,857,40726,4227,22798
2,2,67,902,31202,4115,19722
2,2,93,891,24359,3055,27751
2,2,35,973,17278,1696,17571
2,2,32,895,19946,2466,30528
2,2,59,929,12944,2107,23124
2,2,92,865,20481,3632,28918
2,2,66,822,37106,6782,21026
2,2,61,941,20634,2662,19292
2,2,95,940,14998,2417,20731
2,2,68,904,25619,3635,27500
2,2,57,830,42021,5227,21308
2,2,50,906,21336,3552,25404
2,2,86,925,26351,3081,18079
2,2,72,952,15568,2132,26652
2,2,75,817,24326,5978,25872
2,2,81,931,13323,2560,29016
2,2,43,850,27120,5055,22664
2,2,88,880,26178,3716,25485
2,2,44,843,43885,3937,27143
2,2,10,866,30860,5169,26323
2,2,28,842,48946,4876,26881
2,2,17,875,26006,4441,22680
2,2,21,888,37069,3445,19200
2,2,19,858,40328,4522,22851
2,2,26,933,17225,3103,23901
2,2,45,878,26983,4229,20664
2,2,42,906,28257,3703,22344
2,2,89,901,25422,3635,23958
2,2,80,909,11840,3809,22518
2,2,74,898,29568,3233,22121
2,2,73,886,24986,3861,24239
2,2,87,811,34790,5828,23198
2,2,18,897,26787,3816,22512
2,2,27,884,33602,3079,23733
2,2,20,865,35792,5387,21837
2,2,29,911,23821,3064,24779
2,2,16,998,3698,1047,24401
2,2,11,997,3985,1221,28260
2,2,6,899,24290,3495,21508
2,2,1,839,31566,4611,22642
2,2,8,921,26922,3260,20154
2,2,9,884,25207,3858,25144
2,2,7,892,33979,3838,20110
1,2,55,983,10652,1345,23196
1,2,99,886,26085,3708,25760
1,2,52,939,15790,1853,25598
1,2,64,955,21250,2335,20824
1,2,90,896,23285,3201,25950
1,2,97,935,15486,2363,25818
1,2,63,964,20152,2004,19111
1,2,37,945,14717,2438,24290
1,2,30,889,34796,3825,24913
1,2,39,899,25737,4227,23709
1,2,62,980,8582,1589,22889
1,2,96,885,28423,3648,27962
1,2,91,862,42623,5213,23939
1,2,65,962,20841,2054,20355
1,2,98,916,25644,2520,28904
1,2,53,931,24632,3020,22698
1,2,54,904,23751,3548,22051
1,2,38,904,24253,2857,33490
1,2,31,857,32357,3938,28923
1,2,36,869,41301,4709,27635
1,2,14,887,31896,3192,25644
1,2,13,914,22966,2877,27956
1,2,25,899,28289,3978,22241
1,2,22,917,35471,3569,25797
1,2,76,917,23433,3355,24236
1,2,82,891,34012,3332,23401
1,2,49,925,29065,3075,21991
1,2,85,896,24542,3485,28341
1,2,71,902,28144,3796,23760
1,2,47,896,28085,3321,32341
1,2,78,917,18653,2298,28980
1,2,40,962,16545,2167,23757
1,2,23,876,30791,3204,29081
1,2,24,902,25181,3339,27309
1,2,12,870,43063,4873,28335
1,2,15,894,29231,3210,25456
1,2,41,889,28347,3737,23926
1,2,46,886,36861,3774,29442
1,2,79,930,22812,1989,24602
1,2,70,831,44380,5207,28592
1,2,84,836,44022,5025,24803
1,2,83,911,25322,2842,27053
1,2,77,859,34778,4143,25612
1,2,48,816,43324,5741,27720
1,2,2,876,29016,4287,25618
1,2,5,890,27000,3394,24572
1,2,4,950,14638,2411,24286
1,2,3,921,15305,2659,26176
1,2,100,893,29284,3876,27651
1,2,33,829,52539,5503,22778
1,2,34,948,22213,2232,22299
1,2,51,922,18423,3518,26723
1,2,69,890,51780,3314,21191
1,2,56,927,21676,2810,23894
1,2,94,914,26395,3020,22394
1,2,60,865,38728,3758,25886
1,2,58,934,18610,2618,32313
1,2,67,907,24029,3222,25504
1,2,93,904,30348,3700,21277
1,2,35,877,31178,4060,24871
1,2,32,838,41378,5108,27559
1,2,59,879,34978,3953,24130
1,2,92,918,20898,2784,26134
1,2,66,918,23468,2368,27646
1,2,61,902,26826,4350,24584
1,2,95,873,32356,4697,22988
1,2,68,862,26580,4067,31508
1,2,57,926,16875,2710,25677
1,2,50,912,21935,3028,27780
1,2,86,861,39731,4664,25215
1,2,72,891,24744,4536,24566
1,2,75,890,28213,3704,24017
1,2,81,868,32660,4498,26410
1,2,43,954,19865,2152,18961
1,2,88,856,35300,4404,22482
1,2,44,875,28436,3603,27236
1,2,10,867,35547,4095,26286
1,2,28,885,26457,3472,28622
1,2,17,880,42582,3734,21790
1,2,21,842,32766,4638,32594
1,2,19,911,23538,2789,25162
1,2,26,866,27278,3050,28006
1,2,45,874,39299,4527,26805
1,2,42,874,33383,4925,22688
1,2,89,883,36177,4613,24199
1,2,80,916,23276,2537,24651
1,2,74,860,37802,4847,25499
1,2,73,888,26777,3570,25875
1,2,87,897,27601,2725,27910
1,2,18,892,36334,3856,23061
1,2,27,924,24921,2632,22630
1,2,20,821,51941,5197,31946
1,2,29,908,18979,2310,35071
1,2,16,935,27060,2216,23942
1,2,11,878,36546,3414,24166
1,2,6,916,23440,2645,27021
1,2,1,876,30147,3672,28833
1,2,8,909,19886,2284,27960
1,2,9,970,13470,1854,23220
1,2,7,848,31676,5780,27457
16,2,55,888,16946,3685,19477
16,2,99,960,13018,3297,15636
16,2,52,944,10785,3029,18844
16,2,64,871,31936,4527,19116
16,2,90,976,10690,2545,16607
16,2,97,934,16611,2730,15992
16,2,63,912,17510,4525,16095
16,2,37,966,10487,2423,17916
16,2,30,960,8635,2818,15701
16,2,39,1024,2048,512,11723
16,2,62,896,12135,5681,19028
16,2,96,834,39671,5442,15413
16,2,91,960,18349,2667,14508
16,2,65,924,15332,2883,19726
16,2,98,992,2048,2483,14056
16,2,53,885,25137,4180,16338
16,2,54,940,9867,4315,14352
16,2,38,923,28793,1873,16620
16,2,31,976,16439,2127,11890
16,2,36,984,10252,1446,16366
16,2,14,929,40815,1425,16879
16,2,13,859,37123,4253,16636
16,2,25,907,21691,4324,14632
16,2,22,928,5354,4578,21328
16,2,76,928,7937,3697,21076
16,2,82,944,18664,3609,14886
16,2,49,985,15214,1042,16134
16,2,85,960,2048,3434,18170
16,2,71,850,35993,4369,17727
16,2,47,976,13501,1578,16900
16,2,78,864,7932,6786,20548
16,2,40,928,24419,3035,19234
16,2,23,974,7377,2575,16876
16,2,24,806,31572,6140,25607
16,2,12,902,34987,3005,16606
16,2,15,975,17376,1138,15052
16,2,41,830,32298,4318,19432
16,2,46,880,23480,4727,19452
16,2,79,946,30366,1206,16088
16,2,70,867,11406,6142,16261
16,2,84,966,9142,1602,19262
16,2,83,860,26107,4978,19866
16,2,77,880,9990,5047,20999
16,2,48,924,10497,3489,19814
16,2,2,925,20089,3846,17897
16,2,5,848,17630,6085,18961
16,2,4,880,42676,3386,16517
16,2,3,928,10762,3976,16446
16,2,100,957,17536,2135,13494
16,2,33,992,2047,2742,13734
16,2,34,1008,2048,1623,11434
16,2,51,874,27496,4880,20826
16,2,69,992,13300,783,15176
16,2,56,878,17367,5202,24388
16,2,94,849,18050,4702,19546
16,2,60,910,7188,3614,22153
16,2,58,976,20773,643,13320
16,2,67,931,18835,2863,17157
16,2,93,980,9896,1583,16463
16,2,35,934,11165,2601,18118
16,2,32,911,15375,4086,19501
16,2,59,944,14598,4175,15795
16,2,92,971,9934,2241,15549
16,2,66,944,19680,1772,17282
16,2,61,805,40384,3681,22033
16,2,95,892,22744,4410,18744
16,2,68,931,22531,3418,13108
16,2,57,934,14857,2419,23003
16,2,50,976,9472,1606,16850
16,2,86,777,44054,6711,17104
16,2,72,887,31198,4023,20159
16,2,75,792,49286,5309,19747
16,2,81,975,11051,2476,13627
16,2,43,897,28262,1888,19062
16,2,88,965,11357,2557,12009
16,2,44,923,30354,2005,15690
16,2,10,928,13769,3983,16909
16,2,28,887,27798,5229,18845
16,2,17,880,28438,6355,15256
16,2,21,929,26473,2577,16208
16,2,19,928,25394,2659,17901
16,2,26,919,22459,2521,19522
16,2,45,917,16893,3661,18847
16,2,42,865,32453,4834,17823
16,2,89,893,20690,3646,19823
16,2,80,884,23635,4866,17268
16,2,74,992,2048,2542,13077
16,2,73,927,25569,3142,16273
16,2,87,841,23989,6906,16977
16,2,18,969,15420,1607,17438
16,2,27,935,10943,3765,14396
16,2,20,956,19357,1781,15968
16,2,29,908,28625,2802,16735
16,2,16,928,13577,3789,19446
16,2,11,1024,2048,512,9667
16,2,6,916,22808,3283,15062
16,2,1,920,20003,2930,17625
16,2,8,921,13695,3780,18985
16,2,9,951,21810,1645,15518
16,2,7,898,35284,3328,17920
4,2,55,868,31611,3090,20681
4,2,99,1000,2048,1565,16015
4,2,52,947,11176,2607,19742
4,2,64,973,9907,1539,20878
4,2,90,862,22120,4081,20255
4,2,97,939,9684,2139,20397
4,2,63,889,21527,3499,23914
4,2,37,975,9234,1881,15753
4,2,30,935,16713,2553,18686
4,2,39,915,17814,2590,20274
4,2,62,915,27296,2401,21203
4,2,96,930,12365,2679,19644
4,2,91,918,20795,3056,21450
4,2,65,930,22919,2903,18010
4,2,98,992,9388,774,24054
4,2,53,882,20529,2728,24314
4,2,54,866,25342,4424,23486
4,2,38,996,6195,1015,17482
4,2,31,907,16489,2473,21609
4,2,36,888,29711,3586,16836
4,2,14,919,17969,2424,21045
4,2,13,910,17183,3163,19721
4,2,25,933,13382,2808,17876
4,2,22,909,18578,3946,17974
4,2,76,1004,6640,1081,13596
4,2,82,924,14068,3386,19816
4,2,49,893,15183,3752,20127
4,2,85,950,9038,1922,22855
4,2,71,883,24788,3122,22328
4,2,47,862,36300,4589,20925
4,2,78,907,15590,2183,24226
4,2,40,965,8731,2112,15595
4,2,23,1008,2048,1045,17537
4,2,24,892,31209,3530,23005
4,2,12,976,8023,1834,20347
4,2,15,947,12801,2346,18177
4,2,41,916,26980,2246,18491
4,2,46,928,18266,2711,21869
4,2,79,949,16529,1848,18507
4,2,70,960,16113,1702,25347
4,2,84,1005,3677,1186,15485
4,2,83,916,19026,2078,25211
4,2,77,979,9138,1514,16793
4,2,48,929,19695,2394,20685
4,2,2,942,18757,2276,25714
4,2,5,942,13618,2713,20162
4,2,4,941,14311,3335,16201
4,2,3,940,12356,2101,24890
4,2,100,938,8599,2006,24339
4,2,33,901,10248,3362,24386
4,2,34,951,13342,2397,16749
4,2,51,927,15929,2127,20250
4,2,69,1006,7683,870,14943
4,2,56,1024,2047,512,9910
4,2,94,975,12592,2102,15409
4,2,60,910,28406,2308,21371
4,2,58,942,13908,2013,19247
4,2,67,886,26461,3605,18590
4,2,93,920,23918,1880,21549
4,2,35,920,18050,2403,18345
4,2,32,922,17347,2724,18827
4,2,59,931,16344,2946,19320
4,2,92,996,7903,1218,16446
4,2,66,978,7256,1385,18692
4,2,61,927,15106,2746,22510
4,2,95,928,12483,2440,22133
4,2,68,944,12280,2015,24902
4,2,57,950,18630,1804,20902
4,2,50,962,14381,2169,15758
4,2,86,919,15073,3499,19008
4,2,72,979,9146,806,22864
4,2,75,930,17027,2633,22818
4,2,81,1016,2048,1036,12495
4,2,43,983,5969,2003,16054
4,2,88,936,13976,2458,19965
4,2,44,1002,3082,1236,18604
4,2,10,992,7952,942,18664
4,2,28,923,8931,3632,18138
4,2,17,976,4990,1579,19635
4,2,21,925,19701,3013,17111
4,2,19,898,20059,2300,22568
4,2,26,857,29786,3757,20158
4,2,45,915,13387,2044,29947
4,2,42,988,15078,1079,16768
4,2,89,976,10897,1669,19139
4,2,80,884,25766,3742,20346
4,2,74,936,18499,2149,24879
4,2,73,894,22091,3799,27113
4,2,87,975,15505,1227,17231
4,2,18,961,16408,1730,19565
4,2,27,939,25070,1771,18265
4,2,20,977,7888,1211,20572
4,2,29,945,19015,1706,19082
4,2,16,917,29517,2925,17158
4,2,11,945,12091,2446,18910
4,2,6,889,16613,3402,23009
4,2,1,902,17998,3402,23208
4,2,8,968,7110,1617,30683
4,2,9,955,11072,2598,20040
4,2,7,866,28775,2965,22597
8,3,55,995,2048,963,13305
8,3,99,1021,2048,512,10724
8,3,52,1022,2048,512,11002
8,3,64,1022,2048,512,10665
8,3,90,1022,2048,512,11314
8,3,97,1005,2448,578,12984
8,3,63,1017,2048,608,10752
8,3,37,1011,2048,948,12063
8,3,30,1015,2048,512,12319
8,3,39,1023,2048,512,9614
8,3,62,1021,2048,512,9829
8,3,96,1017,2047,512,11141
8,3,91,1003,2048,609,14421
8,3,65,998,2048,720,11554
8,3,98,962,32691,2357,20658
8,3,53,995,2048,570,11381
8,3,54,999,2048,943,13213
8,3,38,1020,2048,512,11362
8,3,31,1008,2048,700,11880
8,3,36,1008,2048,595,10163
8,3,14,1021,2048,512,10456
8,3,13,1005,2048,904,12231
8,3,25,1013,2048,512,13737
8,3,22,1006,2048,980,13418
8,3,76,995,2048,1018,17174
8,3,82,1014,2048,685,12184
8,3,49,1020,2047,512,11293
8,3,85,1014,2048,512,13578
8,3,71,1006,2048,988,12106
8,3,47,1006,2048,579,12494
8,3,78,1011,2048,512,14737
8,3,40,999,4729,770,15940
8,3,23,1013,2048,512,11180
8,3,24,1013,2048,601,11938
8,3,12,1012,2048,512,12527
8,3,15,1012,2048,670,11796
8,3,41,1008,2048,627,11290
8,3,46,1022,2048,512,10123
8,3,79,1019,2048,512,11632
8,3,70,1014,2048,512,14244
8,3,84,1012,2048,794,14765
8,3,83,1008,2048,596,13639
8,3,77,1016,2047,512,11194
8,3,48,1019,2048,512,11464
8,3,2,1015,2048,512,14055
8,3,5,1012,2048,530,10395
8,3,4,999,10489,862,20135
8,3,3,1019,2048,512,10401
8,3,100,989,2048,1076,19261
8,3,33,994,2048,770,18953
8,3,34,942,17131,1326,25161
8,3,51,1021,2048,512,10565
8,3,69,983,2047,908,19430
8,3,56,1006,2048,744,12670
8,3,94,1021,2048,512,9185
8,3,60,1006,2048,986,12594
8,3,58,998,2048,609,14793
8,3,67,1020,2048,512,10066
8,3,93,1009,2048,610,10697
8,3,35,986,2048,734,15843
8,3,32,1021,2048,512,10670
8,3,59,1015,2048,545,11077
8,3,92,988,2048,889,17930
8,3,66,996,2048,1037,13489
8,3,61,997,2048,788,14292
8,3,95,990,2048,618,14653
8,3,68,992,5647,1016,21107
8,3,57,981,10253,807,20071
8,3,50,1007,2048,603,14899
8,3,86,1022,2048,512,10967
8,3,72,980,11493,1235,18220
8,3,75,998,2048,1062,11854
8,3,81,989,2048,1095,15099
8,3,43,1006,2048,657,11945
8,3,88,1021,2048,512,11024
8,3,44,990,4310,1069,14276
8,3,10,1014,2048,909,14115
8,3,28,1021,2047,512,10345
8,3,17,1017,2048,578,10699
8,3,21,1014,2048,605,10051
8,3,19,986,13529,962,21470
8,3,26,1022,2047,512,10707
8,3,45,999,2048,512,17996
8,3,42,988,2048,823,15282
8,3,89,1022,2047,512,10428
8,3,80,1019,2048,566,9607
8,3,74,1023,2048,512,9876
8,3,73,1008,2048,765,12770
8,3,87,975,10635,1028,24777
8,3,18,993,4580,917,16954
8,3,27,1007,2048,941,12254
8,3,20,898,36470,3143,23169
8,3,29,1022,2048,512,10332
8,3,16,1010,2048,611,11191
8,3,11,982,2048,877,16156
8,3,6,940,12239,2110,22648
8,3,1,997,2048,1076,17273
8,3,8,1020,2048,512,11076
8,3,9,1021,2048,512,10776
8,3,7,1021,2048,512,11091
16,1,55,912,21560,4257,21588
16,1,99,976,10967,3605,13575
16,1,52,880,39024,4471,29463
16,1,64,704,42412,5935,40384
16,1,90,928,26914,5250,16922
16,1,97,928,31266,3793,27140
16,1,63,864,26161,4057,26183
16,1,37,768,59704,10433,22762
16,1,30,944,16784,2909,28394
16,1,39,544,77425,10435,37236
16,1,62,928,12002,3407,22634
16,1,96,960,6842,4523,13619
16,1,91,976,2048,1645,23733
16,1,65,992,4458,2037,15174
16,1,98,832,40496,7302,29402
16,1,53,624,101852,11672,33505
16,1,54,784,25134,6692,34279
16,1,38,1008,2048,1426,14412
16,1,31,864,38895,6540,21354
16,1,36,848,34414,7419,21248
16,1,14,800,44859,6087,25831
16,1,13,800,28826,7570,36394
16,1,25,880,24937,4503,25383
16,1,22,928,22311,3273,25326
16,1,76,736,57340,8785,31357
16,1,82,848,22502,6637,26578
16,1,49,960,2048,4299,14408
16,1,85,816,46308,5593,30792
16,1,71,880,33024,5883,25529
16,1,47,880,29038,4337,30495
16,1,78,816,32824,4205,30533
16,1,40,960,9253,3438,24009
16,1,23,832,54822,5648,25782
16,1,24,864,9937,8483,18676
16,1,12,880,27230,4533,24859
16,1,15,704,71844,7075,36353
16,1,41,848,43505,5852,25352
16,1,46,800,24805,8039,29777
16,1,79,1024,2047,512,11694
16,1,70,960,7968,3394,17769
16,1,84,736,59452,8056,24754
16,1,83,848,49582,4938,30646
16,1,77,832,37252,4683,29672
16,1,48,752,46021,5077,41759
16,1,2,832,41768,5893,21830
16,1,5,880,30319,4977,25040
16,1,4,816,52871,6034,36278
16,1,3,784,69377,8073,22632
16,1,100,1024,2048,512,11049
16,1,33,832,49707,8488,24523
16,1,34,752,60078,7252,27139
16,1,51,928,28710,3819,28736
16,1,69,1008,3746,1274,15135
16,1,56,912,26065,4117,20731
16,1,94,992,9664,1380,22221
16,1,60,912,29350,5169,21679
16,1,58,752,106655,11367,21945
16,1,67,784,42742,6422,30899
16,1,93,752,53551,6508,30692
16,1,35,800,49977,7219,23128
16,1,32,960,6190,3636,19127
16,1,59,896,39316,5539,21991
16,1,92,768,55974,9740,19857
16,1,66,896,32325,4572,22579
16,1,61,928,19045,2498,32469
16,1,95,848,23618,7004,23783
16,1,68,848,29454,6272,25178
16,1,57,896,2166,5336,18576
16,1,50,944,15430,3586,27549
16,1,86,896,26972,4292,21244
16,1,72,864,45430,8264,16204
16,1,75,832,37059,5332,26759
16,1,81,928,32581,4473,22440
16,1,43,672,66017,11221,34208
16,1,88,912,24439,3698,22142
16,1,44,816,50178,8862,20700
16,1,10,880,22622,5729,31642
16,1,28,800,57045,7820,20795
16,1,17,992,18910,2454,14147
16,1,21,960,8482,2070,22704
16,1,19,960,15091,3320,18596
16,1,26,944,34879,3553,17865
16,1,45,864,40429,4062,41486
16,1,42,880,43981,5106,27183
16,1,89,800,33465,7573,31707
16,1,80,928,21556,5813,15321
16,1,74,736,53742,9423,23045
16,1,73,880,40972,4997,29813
16,1,87,864,35729,5895,24142
16,1,18,816,32105,7918,20997
16,1,27,1008,2048,1623,11766
16,1,20,736,75420,9103,33842
16,1,29,864,29776,3577,32907
16,1,16,880,24552,5789,22321
16,1,11,816,36867,9127,23398
16,1,6,832,41814,4017,27066
16,1,1,944,10447,4271,16683
16,1,8,768,42395,6211,29594
16,1,9,928,21818,3548,19544
16,1,7,944,8717,4830,14382
4,1,55,804,33114,3578,41267
4,1,99,884,36479,3039,31454
4,1,52,884,23216,3136,35144
4,1,64,760,49899,3911,49655
4,1,90,848,29216,2517,40559
4,1,97,672,84497,9622,26319
4,1,63,1004,9569,1386,16669
4,1,37,796,35215,3708,37979
4,1,30,676,91331,8322,30970
4,1,39,860,31522,2326,45552
4,1,62,668,60152,6535,62188
4,1,96,880,33946,3942,32089
4,1,91,760,39211,4208,41936
4,1,65,892,47032,4547,22897
4,1,98,928,18947,2964,19466
4,1,53,912,26765,2148,35481
4,1,54,852,37143,3378,31793
4,1,38,896,18815,4255,22241
4,1,31,908,31417,3735,26027
4,1,36,692,43117,4882,47750
4,1,14,780,59732,4821,32423
4,1,13,980,7617,1494,20018
4,1,25,840,33079,3397,33256
4,1,22,656,77221,6375,36445
4,1,76,832,31576,3449,41128
4,1,82,796,44726,5183,29737
4,1,49,872,22940,1848,55794
4,1,85,840,34310,3197,44363
4,1,71,928,26878,3150,21769
4,1,47,932,14287,3230,30805
4,1,78,712,38664,3887,56264
4,1,40,876,40511,3823,31715
4,1,23,876,25864,2811,46822
4,1,24,924,34401,3289,23356
4,1,12,768,40118,4554,54440
4,1,15,768,35219,4985,46669
4,1,41,896,34833,3611,33085
4,1,46,880,25211,2080,37953
4,1,79,728,66038,5876,40595
4,1,70,768,44636,4064,45457
4,1,84,920,34885,3117,24656
4,1,83,888,17754,2691,31431
4,1,77,940,12791,2558,32599
4,1,48,932,14729,3033,26395
4,1,2,764,44504,6166,33751
4,1,5,892,24826,3060,27801
4,1,4,796,45084,3820,35463
4,1,3,668,39731,5832,47524
4,1,100,820,40603,3689,39918
4,1,33,580,54582,5683,75956
4,1,34,796,50156,4695,34129
4,1,51,576,74821,6199,50377
4,1,69,868,40678,4884,22149
4,1,56,912,13551,3958,24968
4,1,94,864,36628,3154,37070
4,1,60,996,8951,1287,18256
4,1,58,916,18769,2419,28439
4,1,67,804,40311,3803,45042
4,1,93,820,44897,3558,30563
4,1,35,924,23563,2412,26944
4,1,32,912,18908,1927,54933
4,1,59,828,37505,3703,30838
4,1,92,824,43745,4565,32490
4,1,66,988,11092,1855,16183
4,1,61,776,47140,3658,41651
4,1,95,780,33130,4143,53857
4,1,68,936,15673,3040,28715
4,1,57,892,17734,3180,39392
4,1,50,808,45492,4410,39641
4,1,86,940,11802,2696,45823
4,1,72,856,31015,2881,36546
4,1,75,772,65556,5976,36079
4,1,81,708,68035,6382,40257
4,1,43,860,28055,3226,42072
4,1,88,844,21043,2638,52090
4,1,44,904,16894,2671,53165
4,1,10,876,31113,2918,40028
4,1,28,896,21381,1918,42245
4,1,17,756,35839,5530,48189
4,1,21,828,44915,3598,39362
4,1,19,804,62503,4764,36088
4,1,26,1008,2048,576,21926
4,1,45,836,33760,2587,41673
4,1,42,924,17404,2739,27075
4,1,89,956,14111,1368,39250
4,1,80,908,30348,2655,29931
4,1,74,780,33853,2561,64687
4,1,73,952,15733,1995,28103
4,1,87,864,25816,4179,35478
4,1,18,820,42808,3342,37143
4,1,27,952,13176,2604,23261
4,1,20,952,13819,2852,22985
4,1,29,844,39472,4335,31588
4,1,16,716,71354,5628,32350
4,1,11,900,28072,2254,36770
4,1,6,992,9040,1394,22906
4,1,1,676,56834,4855,52163
4,1,8,664,46378,4787,66383
4,1,9,884,23072,3529,28001
4,1,7,692,79109,6325,37361
